ticker,date,ebitda,earningsPerShare,profitMargin,beta,revenue,targetPrice
ATEK,2024-12-05,,-0.06,,0.003,,
ATEN,2024-12-05,53927000,0.66,0.19292,1.11,257908992,20.0
ATER,2024-12-05,-16422000,-2.61,-0.17045,,107193000,8.5
ATEX,2024-12-05,-52808000,-2.02,,,5607000,78.66667
ATGE,2024-12-05,396252000,4.32,0.105500005,0.956,1633207040,95.0
ATGL,2024-12-05,-8568180,-0.08,-1.0469201,,9170148,
ATHA,2024-12-05,-120426000,-2.84,,2.835,,0.55
ATI,2024-12-05,562899968,2.6,0.08849,1.077,4253400064,71.33333
ATIF,2024-12-05,-2832654,-0.31,,-0.364,500000,
ATIP,2024-12-05,28804000,-18.56,-0.07941,0.422,728113984,3.0
ATKR,2024-12-05,830500992,12.69,0.16465999,2.127,3283644928,102.83333
ATLC,2024-12-05,,4.45,0.28415,1.93,374089984,61.14286
ATLO,2024-12-05,,0.98,0.17317,0.553,51071000,
ATLX,2024-12-05,-49952328,-3.54,,-3.681,543657,27.66667
ATMC,2024-12-05,,-0.5,,,,
ATMU,2024-12-05,298100000,2.15,0.10844,,1662599936,46.85714
ATMV,2024-12-05,,0.37,,,,
ATNF,2024-12-05,-8826971,7.98,,0.247,,
ATNI,2024-12-05,178936000,-2.69,-0.04794,0.62,747492992,32.66667
ATNM,2024-12-05,-46485000,-1.39,,0.146,81000,5.0
ATO,2024-12-05,1991972992,6.83,0.2509,0.672,4094885120,145.45
ATOM,2024-12-05,-18098000,-0.7,,1.448,662000,7.0
ATOS,2024-12-05,-29462000,-0.21,,1.232,,5.83333
ATPC,2024-12-05,-2442279,-0.73,-1.7806599,0.527,1378067,
ATR,2024-12-05,761094016,4.99,0.09402,0.567,3573282048,188.0
ATRA,2024-12-05,-162124992,-25.32,-2.90201,0.495,62387000,14.75
ATRC,2024-12-05,-16072000,-0.83,-0.08696,1.408,447572992,44.22222
ATRO,2024-12-05,47306000,-0.16,-0.00819,1.835,782177984,24.0
ATS,2024-12-05,392791008,0.93,0.04557,1.355,2850568960,34.0
ATSG,2024-12-05,452535008,-0.01,-0.00117,0.809,1962220032,22.5
ATUS,2024-12-05,3397829888,-0.37,-0.01847,1.523,9021001728,2.28
ATXG,2024-12-05,-689800,-0.7,-0.32345,-29.15,4952280,
ATXI,2024-12-05,,24.78,,-0.179,,8.0
ATXS,2024-12-05,,-2.18,,,,25.14286
ATYR,2024-12-05,-67345000,-0.94,,1.101,235000,21.28571
AUB,2024-12-05,,2.4,0.28099,0.881,741145024,45.75
AUBN,2024-12-05,,0.24,0.03704,0.56,23005000,
AUDC,2024-12-05,23735000,0.4,0.04993,0.866,244180992,9.66667
AUID,2024-12-05,-13449374,-1.11,,2.559,758638,
AUMN,2024-12-05,-6682000,-0.53,,0.232,2812000,1.5
AUNA,2024-12-05,848969024,-0.44,-0.06177,,4232588032,14.66667
AUPH,2024-12-05,495000,-0.15,-0.102340005,1.456,220360992,10.83571
AUR,2024-12-05,-764000000,-0.47,,2.835,,4.418
AURA,2024-12-05,-91836000,-1.73,,0.332,,22.14286
AUST,2024-12-05,-2353861,-0.31,,0.921,,
AUUD,2024-12-05,-6192488,-5.16,,,,25.0
AVA,2024-12-05,576272000,2.53,0.10245,0.463,1922589952,40.33333
AVAH,2024-12-05,138384992,-0.35,-0.0332,2.135,1983474944,5.38571
AVAV,2024-12-05,108064000,2.09,0.07818,0.488,753856000,230.736
AVBP,2024-12-05,,-2.61,,,,38.33333
AVD,2024-12-05,19675000,-1.04,-0.05224,0.881,553838976,14.0
AVDL,2024-12-05,-62007000,-0.75,-0.52529997,,138160000,23.3
AVDX,2024-12-05,28074000,,-0.00234,1.002,427566016,11.71875
AVGO,2024-12-05,22958000128,1.25,0.108830005,1.187,46814998528,192.60474
AVGR,2024-12-05,-17546000,-8.76,-2.6085598,1.156,7429000,5.0
AVIR,2024-12-05,-124883000,-2.07,,0.17,,7.4
AVNS,2024-12-05,102200000,0.47,0.023039998,0.925,681500032,22.5
AVNT,2024-12-05,550000000,1.63,0.04662,1.498,3212900096,58.2
AVNW,2024-12-05,15845000,-0.38,-0.011419999,1.803,409603008,34.5
AVO,2024-12-05,77700000,0.33,0.02056,0.5,1138200064,17.0
AVPT,2024-12-05,8459000,-0.05,-0.02417,0.903,315923008,16.83333
AVT,2024-12-05,908435968,3.84,0.01513,1.174,23025633280,54.2
AVTE,2024-12-05,-89957000,-2.99,,,,2.33333
AVTR,2024-12-05,1076499968,0.45,0.0454,1.348,6819800064,27.30579
AVTX,2024-12-05,-31167000,94.42,,1.034,820000,35.0
AVXL,2024-12-05,,-0.51,,0.604,,35.4725
AVY,2024-12-05,1416300032,8.34,0.077649996,0.896,8680500224,229.93231
AWH,2024-12-05,-17222000,-1.15,-1.78796,1.438,8923000,4.25
AWI,2024-12-05,376300000,5.68,0.17945999,1.128,1390300032,149.75
AWK,2024-12-05,2408000000,5.04,0.21771999,0.698,4514999808,142.17667
AWR,2024-12-05,227124000,2.96,0.19264999,0.489,577540992,87.5
AWRE,2024-12-05,-5297000,-0.35,-0.44076002,0.819,16966000,
AWX,2024-12-05,6406000,0.25,0.01179,,83481000,
AX,2024-12-05,,8.21,0.42558,1.387,1127186944,81.85714
AXDX,2024-12-05,-40770000,-2.59,,0.598,12233000,
AXGN,2024-12-05,-1848000,-0.33,-0.07911,1.129,180855008,17.83333
AXIL,2024-12-05,1304189,0.18,0.063829996,-0.704,27243542,
AXL,2024-12-05,740899968,0.23,0.00477,1.949,6207099904,7.6875
AXNX,2024-12-05,5273000,-0.1,-0.013099999,0.827,431902016,
AXON,2024-12-05,183220000,3.85,0.15324001,0.943,1940449024,578.8461
AXP,2024-12-05,,13.59,0.16698,1.214,59238998016,279.82782
AXR,2024-12-05,10735000,1.76,0.15635,0.895,60171000,
AXS,2024-12-05,837755008,7.22,0.10819,0.908,5967184896,97.85714
AXSM,2024-12-05,-244623008,-6.58,-0.91874003,1.252,338456992,130.4706
AXTA,2024-12-05,1055200000,1.48,0.06222,1.436,5262099968,43.9285
AXTI,2024-12-05,-3156000,-0.23,-0.10727,2.222,94685000,5.2
AY,2024-12-05,682704000,0.25,0.030639999,0.998,1134386944,22.2
AYI,2024-12-05,642899968,13.45,0.11002,1.399,3840999936,328.0
AYRO,2024-12-05,-23731840,-3.5,,3.756,304640,
AYTU,2024-12-05,6113000,-1.7,-0.19559999,-1.402,81002000,8.0
AZ,2024-12-05,-15876000,-0.52,-1.10935,1.833,7142000,
AZEK,2024-12-05,356880992,1.04,0.11083,1.885,1482033024,53.38158
AZI,2024-12-05,-6896000,-0.22,-0.10034,,117732000,
AZO,2024-12-05,4338463232,149.61,0.14399,0.713,18490267648,3302.5217
AZPN,2024-12-05,377024992,-0.58,-0.03264,0.761,1094050944,243.15125
AZTA,2024-12-05,20274644,-3.09,-0.25014,1.483,656323008,56.6
AZTR,2024-12-05,-11057098,-111.24,,,97500,3.5
AZZ,2024-12-05,319488000,1.44,0.07627,1.247,1570388992,97.66667
B,2024-12-05,347412992,-0.78,-0.02463,1.344,1616205952,47.89667
BA,2024-12-05,-3991000064,-12.95,-0.10880999,1.572,73292996608,182.21333
BAC,2024-12-05,,2.76,0.24952,1.325,94625996800,48.41095
BACK,2024-12-05,-1739421,-5.03,,0.255,,8.25
BAER,2024-12-05,11900000,-1.26,-0.40245998,-0.292,84136000,5.75
BAFN,2024-12-05,,0.74,0.05881,0.991,76217000,
BAH,2024-12-05,1363874944,6.36,0.07253,0.579,11429311488,182.88889
BALL,2024-12-05,2092999936,2.4,0.30424,0.899,13784999936,70.25467
BALY,2024-12-05,245542000,-15.15,-0.30637,2.078,2481783040,18.0
BAM,2024-12-05,,1.09,,,,54.82143
BANC,2024-12-05,,-3.86,-1.00101,,412569984,17.9
BAND,2024-12-05,18140000,-0.61,-0.0223,1.495,703904000,24.4
BANF,2024-12-05,,6.22,0.34325,1.03,608332032,118.33333
BANL,2024-12-05,-1055105,-0.07,-0.0031299999,,521173536,
BANR,2024-12-05,,4.78,0.27828,1.022,593390976,72.16667
BAOS,2024-12-05,-2816904,-2.33,,1.286,859226,
BAP,2024-12-05,,17.15,0.30051002,1.09,17358172160,204.88031
BARK,2024-12-05,-26811000,-0.18,-0.062,1.718,488880992,2.35
BASE,2024-12-05,-78515000,-1.6,-0.39507,0.586,198818000,23.35714
BATL,2024-12-05,102999000,-0.38,0.12016,,191482000,
BATRA,2024-12-05,11127000,-0.72,-0.0656,0.934,678377984,
BATRK,2024-12-05,11127000,-0.72,-0.0656,0.934,678377984,54.75
BAX,2024-12-05,2744000000,0.25,0.00717,0.604,15061999616,39.52769
BAYA,2024-12-05,,,,,,
BB,2024-12-05,3000000,-0.23,-0.21664,1.068,637000000,3.25125
BBAI,2024-12-05,-29966000,-0.78,-1.09901,3.182,154972000,2.625
BBCP,2024-12-05,109928000,0.26,0.03721,1.125,434593984,7.08333
BBDC,2024-12-05,,1.1,0.39593,0.707,291392992,10.375
BBGI,2024-12-05,16621347,1.86,0.0107,0.985,238754784,
BBIO,2024-12-05,-509903008,-2.42,-2.01529,1.086,217764992,48.525
BBLG,2024-12-05,,-1.46,,0.736,,16.75
BBSI,2024-12-05,61360000,1.89,0.04546,1.386,1116392960,43.5
BBUC,2024-12-05,805000000,-53.77,-0.00478,1.466,7944999936,
BBW,2024-12-05,77113000,3.54,0.103640005,1.519,483367008,39.66667
BBWI,2024-12-05,1568000000,4.08,0.1269,1.776,7384000000,44.80895
BBY,2024-12-05,2673999872,5.84,0.02962,1.493,42537000960,98.95174
BC,2024-12-05,811699968,4.29,0.050240003,1.512,5444100096,87.24765
BCAB,2024-12-05,-85170000,-1.7,,1.018,11000000,10.66667
BCAL,2024-12-05,,-0.29,-0.08846,0.535,78307000,18.66667
BCAN,2024-12-05,-10217216,-965.94,,1.071,1120093,
BCAX,2024-12-05,-69384000,-1.09,,,,40.06333
BCBP,2024-12-05,,1.17,0.23888999,0.551,89636000,14.25
BCC,2024-12-05,669606016,10.21,0.05955,1.514,6801070080,146.16667
BCDA,2024-12-05,-8529000,-4.03,,1.272,428000,25.0
BCE,2024-12-05,8805000192,0.06,0.011039999,0.48,24459999232,46.9868
BCG,2024-12-05,,-0.31,-0.01822,0.464,161896992,
BCLI,2024-12-05,-16036000,-3.45,,0.391,,23.44999
BCML,2024-12-05,,2.1,0.24869,0.766,96064000,29.5
BCO,2024-12-05,799699968,2.65,0.02391,1.439,4993299968,130.5
BCOV,2024-12-05,-1613000,-0.21,-0.04575,0.744,199834000,4.45
BCOW,2024-12-05,,-0.6,-0.27589,,11827000,
BCPC,2024-12-05,215086000,3.74,0.12897,0.651,942379008,190.33333
BCRX,2024-12-05,-31941000,-0.61,-0.3001,1.887,412579008,14.81818
BCSF,2024-12-05,,1.99,0.43616,1.166,294256992,16.83333
BCTX,2024-12-05,-33246180,-0.29,,1.816,,15.0
BDC,2024-12-05,360236992,4.31,0.07609,1.075,2346180096,136.2
BDL,2024-12-05,11911000064,1.64,0.08599,0.799,137045000192,
BDMD,2024-12-05,15129590,0.35,0.37962002,0.142,33048248,
BDSX,2024-12-05,-29259000,-0.37,-0.66836,1.213,65562000,3.1
BDTX,2024-12-05,-81017000,-1.33,,2.518,,14.5
BDX,2024-12-05,5109000192,5.87,0.07126,0.45,19828000768,281.095
BE,2024-12-05,-34679000,-0.54,-0.102919996,2.705,1258379008,20.1875
BEAM,2024-12-05,-160828992,-1.58,-0.41068,1.862,349643008,49.2
BEAT,2024-12-05,,-0.68,,-0.987,,5.0
BECN,2024-12-05,889900032,5.85,0.03864,1.545,9659100160,115.67667
BEEM,2024-12-05,-11900000,-0.97,-0.25274,1.565,65887000,8.4
BEEP,2024-12-05,3730000,-0.53,-0.74345,0.674,34048000,
BELFA,2024-12-05,87122000,4.12,0.10438,1.279,524943008,
BELFB,2024-12-05,87122000,4.12,0.10438,1.279,524943008,93.66667
BEN,2024-12-05,1688400000,0.85,0.054819997,1.402,8478000128,19.85714
BENF,2024-12-05,-169208000,-151.96,,-1.041,-85907000,5.0
BEPC,2024-12-05,2912999936,-7.08,-0.26756,1.008,4753999872,33.5
BERY,2024-12-05,1972999936,4.38,0.045500003,1.133,12177000448,74.05
BETR,2024-12-05,,-1.2,,1.699,61695000,
BF-A,2024-12-05,1198000000,2.07,0.24150999,0.759,4091000064,
BF-B,2024-12-05,1198000000,2.07,0.24150999,0.759,4091000064,46.88889
BFAC,2024-12-05,,0.38,,-0.027,,
BFAM,2024-12-05,370548000,2.01,0.04437,1.492,2627514880,140.09636
BFC,2024-12-05,,8.14,0.45012,0.3,184220000,104.5
BFH,2024-12-05,,6.34,0.12687,1.966,2467000064,57.876
BFIN,2024-12-05,,0.63,0.14565,0.453,54348000,12.25
BFLY,2024-12-05,-97098000,-0.47,-1.29245,2.174,76221000,3.25
BFRG,2024-12-05,-6285865,-0.84,,,65000,
BFRI,2024-12-05,-18316000,1.16,-0.38336,0.509,35241000,11.5
BFST,2024-12-05,,2.32,0.25789,0.965,249883008,32.75
BG,2024-12-05,2486000128,7.89,0.02112,0.655,54501998592,107.633
BGC,2024-12-05,,0.23,0.05743,1.486,2119639040,12.0
BGFV,2024-12-05,-29383000,-2.61,-0.07041,2.316,810198976,
BGI,2024-12-05,7850000,-0.23,-0.025,0.742,185275008,
BGLC,2024-12-05,-1457244,-0.06,-0.24014999,1.866,9183168,
BGM,2024-12-05,-2373423,-1.1,-0.26319,1.457,29870460,
BGS,2024-12-05,287912992,-0.32,-0.013409999,0.659,1959014016,8.21429
BGSF,2024-12-05,12095000,-0.13,-0.00482,1.653,281656000,12.0
BH,2024-12-05,63341000,35.44,0.14144,1.361,361664000,
BH-A,2024-12-05,63341000,177.16,0.14144,1.361,361664000,
BHAT,2024-12-05,-27370008,-0.98,-0.26189,1.143,73686736,
BHB,2024-12-05,,2.78,0.28573,0.66,148706000,34.0
BHC,2024-12-05,3068999936,-0.48,-0.01879,0.745,9473999872,8.57143
BHE,2024-12-05,161288992,1.72,0.02321,0.982,2690572032,44.33333
BHF,2024-12-05,,-20.13,-0.24691,1.057,4860000256,52.125
BHIL,2024-12-05,-49321000,-21.34,-0.26985002,,377123008,
BHLB,2024-12-05,,0.94,0.1157,0.865,344859008,31.3
BHM,2024-12-05,11665000,-0.98,-0.07429,1.064,55913000,
BHRB,2024-12-05,,2.0,0.11574,0.096,181378000,77.5
BHST,2024-12-05,-7214000,,-0.84841,1.488,19130000,18.0
BHVN,2024-12-05,-841603008,-9.37,,,,65.28571
BIAF,2024-12-05,-8034549,-0.8,-1.1941301,3.124,7315883,6.0
BIGC,2024-12-05,-18034000,-0.36,-0.08428001,0.992,330048000,8.3
BIIB,2024-12-05,2884999936,11.06,0.16812,-0.061,9607499776,253.82893
BILL,2024-12-05,-7666000,0.07,0.00588,1.594,1343636992,88.50909
BIO,2024-12-05,483487008,-28.09,-0.30179,0.936,2580208896,402.33334
BIO-B,2024-12-05,483487008,-28.08,-0.30179,0.936,2580208896,
BIOA,2024-12-05,-66267000,-2.07,,,,42.33333
BIOR,2024-12-05,-67510000,0.36,,1.276,860000,34.0
BIOX,2024-12-05,58767180,0.02,0.0055400003,0.467,441228544,12.125
BIPC,2024-12-05,2996000000,-5.19,-0.18823999,1.417,3639000064,45.0
BIRD,2024-12-05,-82908000,-16.17,-0.60428,1.779,205895008,11.0
BIRK,2024-12-05,415316000,0.62,0.06432,,1723469056,61.07211
BITF,2024-12-05,40418000,-0.38,-0.67879,,182959008,4.42857
BIVI,2024-12-05,-31950208,-5.08,,0.902,,5.0
BJ,2024-12-05,1040961024,4.17,0.02609,0.243,20405921792,96.86286
BJDX,2024-12-05,-8737628,-804.0,,0.728,,
BJRI,2024-12-05,100671000,1.26,0.022449998,2.107,1336598016,38.875
BK,2024-12-05,,4.47,0.20038,1.06,17801000960,82.29438
BKD,2024-12-05,419375008,-0.93,-0.07079,1.328,2954651904,7.375
BKE,2024-12-05,273232992,3.94,0.16693,1.082,1230712064,47.0
BKH,2024-12-05,739299968,3.69,0.12001,0.676,2122300032,65.0
BKHA,2024-12-05,,,,,,
BKKT,2024-12-05,-94359000,-12.15,-0.03847,4.554,1783768064,
BKNG,2024-12-05,7183000064,147.86,0.21846001,1.385,23051999232,5067.7236
BKR,2024-12-05,4336999936,2.23,0.082049996,1.363,27299999744,44.21577
BKSY,2024-12-05,1434000,-2.25,-0.38782,0.919,107231000,12.85714
BKTI,2024-12-05,5681000,1.39,0.0364,1.192,74862000,
BKU,2024-12-05,,2.44,0.19999,1.325,919934976,41.20455
BKV,2024-12-05,219788000,-1.24,-0.091630004,,522444992,26.0
BKYI,2024-12-05,-6409552,-6.11,-0.91718,0.245,6964698,3.0
BL,2024-12-05,60221000,0.98,0.19829,0.896,639606016,63.7
BLAC,2024-12-05,,-0.09,,,,
BLBD,2024-12-05,155646000,3.16,0.07655,1.619,1299905024,59.64286
BLBX,2024-12-05,-3574827,-0.97,-1.0835099,0.227,2843756,
BLCO,2024-12-05,635000000,-1.04,-0.07857,0.46,4684000256,21.42643
BLD,2024-12-05,1047532032,19.77,0.116610005,1.793,5303670784,444.36365
BLDE,2024-12-05,-30815000,-0.69,-0.54973,-0.21,67158000,7.375
BLDP,2024-12-05,-163694000,-1.09,,1.746,91962000,2.65588
BLDR,2024-12-05,2349128960,10.24,0.07401,2.081,16731047936,211.0
BLEU,2024-12-05,,0.08,,0.015,,
BLFS,2024-12-05,-28005000,-1.11,-0.31319,1.883,146956992,29.8
BLFY,2024-12-05,,-0.56,-0.30302998,0.544,40112000,11.0
BLIN,2024-12-05,-1030000,-0.93,-0.62722,1.961,15293000,1.65
BLK,2024-12-05,7673999872,40.47,0.31372,1.311,19360999424,1096.3
BLKB,2024-12-05,237490000,1.01,0.04615,1.037,1148274048,82.4
BLMN,2024-12-05,447624992,-0.08,-0.00116,2.045,4547161088,16.58333
BLMZ,2024-12-05,-13713000,-0.01,-0.13295999,,188560992,
BLND,2024-12-05,-59240000,-0.34,-0.46457002,1.165,156715008,4.4
BLNK,2024-12-05,-60780000,-1.43,-1.04024,2.65,138728000,3.9375
BLUE,2024-12-05,-302105984,-1.8,,0.803,54900000,2.35714
BLX,2024-12-05,,5.47,0.71759003,1.148,279780992,43.5
BLZE,2024-12-05,-22067000,-1.12,-0.37822,0.989,122579000,12.56667
BMBL,2024-12-05,190607008,-4.72,-0.54188997,1.628,1083632000,8.14474
BMEA,2024-12-05,-149624992,-4.01,,-0.427,,42.88889
BMI,2024-12-05,182028992,4.02,0.14798,0.782,803816000,217.18668
BMO,2024-12-05,,6.17,0.21201,1.16,31413000192,132.7075
BMR,2024-12-05,-1356000,-0.11,-0.63553,,2955000,
BMRA,2024-12-05,-6422000,-0.37,-1.1185299,-1.137,5509000,
BMRC,2024-12-05,,-0.87,-0.23245001,0.884,59368000,25.25
BMRN,2024-12-05,426088992,1.66,0.11708,0.31,2752808960,97.34615
BMTX,2024-12-05,-10310000,-1.11,-0.207,0.181,57962000,5.4
BMY,2024-12-05,19161999360,-3.58,-0.15301,0.441,47435001856,60.43429
BN,2024-12-05,27299000320,0.46,0.011,1.753,97664999424,62.625
BNAI,2024-12-05,-15218500,-0.35,,0.736,85000,4.0
BNED,2024-12-05,53566000,-11.96,-0.07169,2.13,1566404992,
BNGO,2024-12-05,-91420000,-2.3,,2.376,36579000,1.0
BNIX,2024-12-05,,-0.07,,0.004,,
BNRG,2024-12-05,-9477000,-2.42,,-0.751,41000,
BNS,2024-12-05,,4.17,0.25375998,0.978,29599000576,78.754
BNT,2024-12-05,1466000000,10.36,0.12206,1.742,9258000384,
BNTC,2024-12-05,-22403000,-2.94,,0.879,,37.1084
BNZI,2024-12-05,-12459702,-6.98,,-0.535,4338587,125.0
BOC,2024-12-05,12633187,-0.33,-0.097320005,0.795,105014904,21.5
BOCN,2024-12-05,,-0.1,,,,
BODI,2024-12-05,-10910000,-15.83,-0.25715,1.129,477488992,12.33333
BOF,2024-12-05,-3768364,-1.02,-0.79928,,5215452,
BOH,2024-12-05,,3.33,0.22659001,1.016,623275008,70.66667
BOKF,2024-12-05,,7.29,0.23442,1.167,2004866944,119.66667
BOLD,2024-12-05,-67748000,-2.74,,,,18.33333
BOLT,2024-12-05,-72229000,-1.71,,0.916,11166000,1.75
BON,2024-12-05,4375579,4.75,0.09648,-1.184,25555940,
BOOM,2024-12-05,64116000,-8.03,-0.13842,1.662,664513024,12.5
BOOT,2024-12-05,262112992,4.98,0.08726,2.161,1758043008,176.66667
BORR,2024-12-05,479400000,0.34,0.086969994,2.496,968099968,6.73333
BOSC,2024-12-05,2891000,0.38,0.04899,0.849,40435000,5.0
BOTJ,2024-12-05,,1.86,0.19202,0.757,43923000,
BOW,2024-12-05,46650000,0.9,0.07561,,389135008,33.4
BOWL,2024-12-05,295920992,-0.57,-0.06628,0.617,1187404032,17.35
BOWN,2024-12-05,,,,,,
BOX,2024-12-05,90972000,0.8,0.13937001,0.852,1059112000,35.48625
BOXL,2024-12-05,4678000,-3.18,-0.26808,1.321,164087008,1.125
BPMC,2024-12-05,-262128992,-2.09,-0.29476,0.59,434415008,125.57895
BPOP,2024-12-05,,7.36,0.20273,0.813,2619154944,106.33333
BPRN,2024-12-05,,1.59,0.16584,0.586,67211000,39.0
BPTH,2024-12-05,-12976000,-8.34,,0.222,,12.0
BR,2024-12-05,1545799936,5.78,0.10572,1.06,6498599936,225.89125
BRAC,2024-12-05,,-0.21,,-0.008,,
BRAG,2024-12-05,708000,-0.23,-0.085,0.905,94603000,5.98633
BRBR,2024-12-05,398700000,1.86,0.11547,0.895,1912999936,81.0
BRBS,2024-12-05,,-0.64,-0.19610001,0.684,97608000,
BRC,2024-12-05,273287008,4.07,0.14702,0.758,1341393024,87.0
BRCC,2024-12-05,-259000,-0.07,-0.01223,1.156,405262016,4.625
BRDG,2024-12-05,55466000,-0.1,0.07362,1.631,404932000,11.0
BREA,2024-12-05,-5085640,-0.4,,,1147492,
BRFH,2024-12-05,-2450000,-0.18,-0.27144,0.462,9851000,5.25
BRID,2024-12-05,3579000,-0.11,-0.00441,-0.62,231734000,
BRK-A,2024-12-05,149547008000,74229.39,0.28893,0.871,369893015552,746755.25
BRK-B,2024-12-05,149547008000,49.45,0.28893,0.871,369893015552,497.66666
BRKH,2024-12-05,,-0.15,,0.036,,
BRKL,2024-12-05,,0.83,0.22187,0.744,333824992,13.83333
BRKR,2024-12-05,551900032,2.07,0.094069995,1.204,3241299968,74.73727
BRLS,2024-12-05,-13639878,-0.12,-0.98476,0.594,28403824,
BRLT,2024-12-05,6402000,0.03,0.001,1.602,426982016,3.25
BRN,2024-12-05,4584000,-0.38,-0.15547,0.151,24300000,
BRO,2024-12-05,1528300032,3.67,0.23066,0.825,4558700032,112.49091
BROG,2024-12-05,40589000,-0.55,-0.45724,,105695648,
BROS,2024-12-05,193687008,0.3,0.02536,2.484,1192352000,51.41667
BRTX,2024-12-05,-11904334,-2.38,,,377000,13.0
BRY,2024-12-05,369636992,1.08,0.10358,1.731,806732992,6.54
BRZE,2024-12-05,-132415000,-1.18,-0.21956,1.027,535871008,51.72222
BSBK,2024-12-05,,-0.19,-0.17681,0.53,12432417,
BSET,2024-12-05,281000,-1.95,-0.04996,1.658,340284992,19.0
BSFC,2024-12-05,-3762880,30.16,-0.60592,2.461,6607415,
BSGM,2024-12-05,-18382000,-1.34,,0.353,40000,2.75
BSIG,2024-12-05,134400000,1.64,0.13923,1.421,469000000,29.0
BSII,2024-12-05,,,,,,
BSLK,2024-12-05,-40494000,-2.03,,-0.064,1489000,
BSRR,2024-12-05,,2.52,0.25392,0.89,143688992,32.25
BSVN,2024-12-05,,3.79,0.41522998,1.471,85876000,48.66667
BSX,2024-12-05,4063000064,1.21,0.112629995,0.797,15911000064,96.99935
BSY,2024-12-05,349108992,1.11,0.27725,1.041,1313913984,58.29167
BTAI,2024-12-05,-104299000,-2.04,,0.289,2403000,5.0
BTBD,2024-12-05,-983743,-0.2,-0.07182,0.508,14306676,
BTBT,2024-12-05,8250738,-0.03,0.33301,4.805,86851520,6.125
BTCS,2024-12-05,-3620228,0.29,5.77664,1.575,1654945,3.0
BTCT,2024-12-05,179000,-1.08,-0.46453997,-0.08,6768000,21.523
BTDR,2024-12-05,50547000,-0.56,-0.056939997,1.921,420886016,16.10909
BTE,2024-12-05,2248956928,-0.41,-0.10453,2.572,3355471872,
BTG,2024-12-05,188124992,-0.56,-0.382,1.239,1914215936,4.13
BTM,2024-12-05,31829000,-0.89,-0.01715,-0.333,629494976,4.6875
BTMD,2024-12-05,39045000,0.3,0.03723,,193060000,9.536
BTOC,2024-12-05,8162424,,0.04456,,166977040,
BTOG,2024-12-05,-10026296,-9.28,,1.353,7088763,
BTSG,2024-12-05,393496000,-0.22,-0.0038299998,,10588215296,21.0
BTTR,2024-12-05,-8996000,-19.61,-0.46784002,0.68,35264000,10.0
BTU,2024-12-05,912099968,3.79,0.12241,0.98,4348599808,29.4
BUJA,2024-12-05,,0.42,,,,
BUR,2024-12-05,,1.65,0.2021,0.893,1284242944,19.7
BURL,2024-12-05,961443968,7.27,0.04185,1.645,10233583616,326.44684
BURU,2024-12-05,-16693614,-12.92,,-0.255,704308,
BUSE,2024-12-05,,1.95,0.24941999,0.832,446371008,30.25
BV,2024-12-05,257500000,0.2,0.024,,2767099904,18.43333
BVFL,2024-12-05,,1.17,0.33606997,0.618,38028000,
BVS,2024-12-05,50385000,-0.61,-0.07113,0.88,555060992,14.66667
BW,2024-12-05,-2113000,-0.79,-0.06785,,878224000,4.625
BWA,2024-12-05,1882000000,4.04,0.06331,1.186,14168999936,41.41765
BWB,2024-12-05,,1.05,0.31693,0.674,105684000,17.83333
BWEN,2024-12-05,17506000,0.14,0.041929998,1.441,177828992,4.6875
BWFG,2024-12-05,,1.95,0.21290001,0.821,72009000,40.0
BWIN,2024-12-05,190904992,-0.64,-0.028900001,1.595,1343793024,51.0
BWLP,2024-12-05,608427008,3.64,0.13766,0.864,3510244096,
BWMN,2024-12-05,18948000,-0.79,-0.02604,1.123,406307008,35.91667
BWMX,2024-12-05,2233246976,1.17,0.06452,1.019,13723981824,406.762
BWXT,2024-12-05,422892992,3.01,0.10318,0.688,2682902016,135.1
BX,2024-12-05,,2.91,0.19971001,1.486,11138276352,169.8
BXC,2024-12-05,137790000,3.54,0.01006,1.949,2954424064,135.5
BXSL,2024-12-05,,3.59,0.58089,0.435,1219238016,31.96875
BY,2024-12-05,,2.76,0.32129002,1.125,373633984,34.0
BYD,2024-12-05,1209904000,5.26,0.1301,1.559,3843691008,74.78571
BYFC,2024-12-05,,0.28,0.0921,0.706,35113000,
BYND,2024-12-05,-134860000,-4.19,-0.83632004,2.289,323472992,5.57143
BYNO,2024-12-05,,0.02,,,,
BYON,2024-12-05,-203480000,-7.44,-0.22930999,3.71,1476270976,15.78571
BYRN,2024-12-05,3162000,0.11,0.03121,1.719,73417000,23.1875
BYSI,2024-12-05,-16715000,-0.4,,0.299,1876000,
BYU,2024-12-05,-2827206,1.08,0.06847,0.574,120091168,
BZFD,2024-12-05,9725000,-0.74,-0.23882,,218348992,
BZH,2024-12-05,160520000,4.53,0.06631,2.185,2169445120,42.5
C,2024-12-05,,3.51,0.11524,1.426,69307998208,78.24789
CAAP,2024-12-05,588956032,2.09,0.24289,2.066,1471076992,21.625
CAAS,2024-12-05,63214000,1.05,0.060159996,2.448,594702976,
CABA,2024-12-05,-98614000,-2.16,,2.419,,22.1
CABO,2024-12-05,830224000,45.07,0.13915,0.834,1604144000,485.0
CAC,2024-12-05,,3.2,0.27743,0.713,168756000,47.33333
CACC,2024-12-05,,14.94,0.22409001,1.429,846099968,426.5
CACI,2024-12-05,833776000,20.16,0.057719998,0.918,7866573824,598.4
